imgpath,protest,violence,sign,photo,fire,police,children,group_20,group_100,flag,night,shouting
./UCLA-protest/img/test\test-00029.jpg,0.30429813265800476,0.049502428621053696,0.384007066488266,0.016382833942770958,0.0003559255274012685,0.0013482228387147188,0.006078011821955442,0.0885159894824028,0.013973772525787354,0.006191898602992296,0.0074691190384328365,0.009528590366244316
./UCLA-protest/img/test\test-00030.jpg,0.8798333406448364,0.2236843854188919,0.8962387442588806,0.03948989883065224,0.003989444579929113,0.014364562928676605,0.07198622822761536,0.4599725008010864,0.07764027267694473,0.024610936641693115,0.06113043054938316,0.03237779438495636
./UCLA-protest/img/test\test-00031.jpg,0.000848419324029237,0.001035645604133606,0.0008642819593660533,0.00016713718650862575,0.00011400817311368883,0.0003869517822749913,8.627813076600432e-05,0.0006856105756014585,0.00022972036094870418,0.0001241479185409844,0.0017368533881381154,0.00017541158013045788
./UCLA-protest/img/test\test-00032.jpg,0.001430463744327426,0.0014797390904277563,0.0021025242749601603,0.0006288987933658063,3.12000083795283e-05,4.821359834750183e-05,0.0004756910493597388,0.0010407214285805821,0.00040363945299759507,0.00010536806075833738,6.158643373055384e-05,0.00016865854559000582
./UCLA-protest/img/test\test-00033.jpg,0.012580635957419872,0.007621787488460541,0.016821522265672684,0.00307574518956244,0.0003168951952829957,0.00080575339961797,0.002232559025287628,0.0041431887075304985,0.0017493313644081354,0.0005629805382341146,0.001745623187161982,0.0009149932884611189
./UCLA-protest/img/test\test-00034.jpg,0.10302794724702835,0.06692417711019516,0.04074005410075188,0.0035369866527616978,0.003329626517370343,0.01399354450404644,0.006225766614079475,0.04554438591003418,0.00494060292840004,0.004319184459745884,0.0023477370850741863,0.010046249255537987
./UCLA-protest/img/test\test-00035.jpg,4.20077376475092e-05,0.0001572292239870876,3.413017111597583e-05,1.8115300917997956e-05,4.547973730950616e-06,1.1138145055156201e-05,1.5267507478711195e-05,4.366323628346436e-05,1.3462108654493932e-05,5.778363629360683e-06,1.4810390894126613e-05,1.14256245069555e-05
./UCLA-protest/img/test\test-00036.jpg,7.273424671438988e-06,3.813295188592747e-05,6.977524662943324e-06,1.634241380088497e-05,2.36095752370602e-06,3.645898459581076e-06,5.845964096806711e-06,1.0398834092484321e-05,7.362340966210468e-06,2.4151902380253887e-06,1.593953675183002e-05,1.0228024621028453e-05
./UCLA-protest/img/test\test-00037.jpg,0.12104048579931259,0.03841911256313324,0.08290170878171921,0.0024534084368497133,0.00027155355201102793,0.0015515257837250829,0.005883960053324699,0.06541748344898224,0.005804854445159435,0.0014913021586835384,0.0006039727013558149,0.0035257679410278797
./UCLA-protest/img/test\test-00038.jpg,5.509579204954207e-05,0.00023723050253465772,6.216243491508067e-05,5.2345480071380734e-05,1.0381523679825477e-05,2.74852936854586e-05,4.79393893328961e-05,5.131780926603824e-05,2.02121191250626e-05,1.0726010259531904e-05,3.07895134028513e-05,6.577074236702174e-05
./UCLA-protest/img/test\test-00039.jpg,0.00014553470828104764,0.0005161893786862493,0.00019434894784353673,0.00019693213107530028,4.261031062924303e-05,6.056637721485458e-05,0.00019429427629802376,0.0001739934814395383,8.74432735145092e-05,6.022244269843213e-05,0.00010677712270990014,7.636425289092585e-05
./UCLA-protest/img/test\test-00040.jpg,3.4158886137447553e-06,2.2029893443686888e-05,2.9385796551650856e-06,8.268686997325858e-07,4.3800994831144635e-08,8.880122095433762e-07,7.543114293184772e-07,6.263976501941215e-06,3.3263354453083593e-06,1.4619894272982492e-07,9.009320365294116e-07,1.6755780052335467e-06
./UCLA-protest/img/test\test-00041.jpg,0.966148316860199,0.2326531708240509,0.9497584700584412,0.06720336526632309,0.019584311172366142,0.02032930590212345,0.07158664613962173,0.5355907082557678,0.05942473188042641,0.06113237515091896,0.02593911625444889,0.03889966011047363
./UCLA-protest/img/test\test-00042.jpg,0.02472786419093609,0.03911617025732994,0.0277303084731102,0.004160995129495859,0.0014587228652089834,0.005154707934707403,0.0030801482498645782,0.0723382979631424,0.04352078586816788,0.007780212908983231,0.0060145012103021145,0.006648525130003691
./UCLA-protest/img/test\test-00043.jpg,3.008274234161945e-06,1.4783056940359529e-05,3.5135742564307293e-06,4.646213710657321e-06,5.259815338831686e-07,1.7385973478667438e-06,3.6521591937344056e-06,4.080607141077053e-06,2.557684183557285e-06,6.3158961438603e-07,5.083930773253087e-06,2.475751443853369e-06
./UCLA-protest/img/test\test-00044.jpg,0.16775892674922943,0.05455019325017929,0.11262308806180954,0.013759392313659191,0.001985817216336727,0.006920852232724428,0.039094455540180206,0.06551899760961533,0.024560650810599327,0.020780829712748528,0.0024267281405627728,0.011760877445340157
./UCLA-protest/img/test\test-00045.jpg,0.016809698194265366,0.02149251103401184,0.006200689822435379,0.0010482999496161938,0.003247565357014537,0.003831285983324051,0.002831433666869998,0.005512237548828125,0.000770592363551259,0.0011782521614804864,0.0012492530513554811,0.004936190787702799
./UCLA-protest/img/test\test-00046.jpg,2.285265327373054e-05,0.00014230655506253242,2.456106449244544e-05,1.6580952433287166e-05,3.848016604024451e-06,6.736156592523912e-06,1.3893980394641403e-05,2.823965041898191e-05,1.9059612895944156e-05,3.443664809310576e-06,1.1886804713867605e-05,3.1623541872249916e-05
./UCLA-protest/img/test\test-00047.jpg,0.08271333575248718,0.032269369810819626,0.1202927753329277,0.00990049447864294,0.0014839492505416274,0.0015437455149367452,0.0056394049897789955,0.03159230574965477,0.00861306767910719,0.0028204619884490967,0.006362506654113531,0.008693531155586243
./UCLA-protest/img/test\test-00048.jpg,0.00043772085336968303,0.0010480693308636546,0.00022804418404120952,0.0001648788747843355,0.00014616108092013747,0.0002684882201720029,0.0002522884460631758,0.00041648399201221764,0.00019177184731233865,0.00014005799312144518,0.00047801833716221154,0.00028530077543109655
./UCLA-protest/img/test\test-00049.jpg,0.002679950324818492,0.0022598858922719955,0.0014471736503764987,0.00023122914717532694,9.749556193128228e-05,0.0004381518519949168,0.00020223412138875574,0.0035058415960520506,0.0010667522437870502,0.00035261118318885565,0.0005822762032039464,0.000986637780442834
./UCLA-protest/img/test\test-00050.jpg,0.11018388718366623,0.10764022171497345,0.0127171091735363,0.003128097392618656,0.003337938105687499,0.028691133484244347,0.005412510596215725,0.07688901573419571,0.008612648583948612,0.0018729728180915117,0.0026593615766614676,0.003635250963270664
./UCLA-protest/img/test\test-00051.jpg,0.0002752841101028025,0.0009131725528277457,0.00026571142370812595,0.0002619157312437892,0.000153293352923356,0.0004026989918202162,0.00036594568518921733,0.00027067342307418585,0.00036400140379555523,0.00014146557077765465,0.00036357567296363413,0.0002595947007648647
./UCLA-protest/img/test\test-00052.jpg,0.0008755894377827644,0.0013956539332866669,0.0006589147378690541,2.9348373573157005e-05,6.402017788786907e-06,0.00011859737423947081,4.9394468078389764e-05,0.0006007307674735785,0.00029903475660830736,6.286821007961407e-05,0.00026826380053535104,5.269607208902016e-05
./UCLA-protest/img/test\test-00053.jpg,3.7412148230941966e-05,0.00010719428246375173,3.204130916856229e-05,9.43758732319111e-06,5.280741333990591e-06,2.2854919734527357e-05,7.18635055818595e-06,1.8281700249644928e-05,6.36037475487683e-06,4.0153977352019865e-06,1.5051221453177277e-05,1.3510571079677902e-05
./UCLA-protest/img/test\test-00054.jpg,0.00010716361430240795,0.0004144316480960697,0.00015030389477033168,0.00015547999646514654,1.984011942113284e-05,5.457574297906831e-05,0.00015609558613505214,0.00013176137872505933,9.402379509992898e-05,5.7679695601109415e-05,5.632320971926674e-05,0.0001262459991266951
./UCLA-protest/img/test\test-00055.jpg,0.0025273002684116364,0.002883915090933442,0.002911760238930583,0.0012099093291908503,0.0002547716721892357,0.0002501943672541529,0.0008065453730523586,0.00232416158542037,0.0015793346101418138,0.00043109734542667866,0.0005002152174711227,0.000564042420592159
./UCLA-protest/img/test\test-00056.jpg,0.03676673769950867,0.03085143119096756,0.011884654872119427,0.000681174686178565,0.00035058610956184566,0.0016481330385431647,0.0009729799930937588,0.02806122787296772,0.009184845723211765,0.0009072509710676968,0.0009745581191964447,0.0007417815504595637
./UCLA-protest/img/test\test-00057.jpg,0.08539438992738724,0.03305463865399361,0.07267564535140991,0.0015745837008580565,0.00025331764481961727,0.008708563633263111,0.0034557052422314882,0.10157056152820587,0.011621365323662758,0.003925548400729895,0.0027355938218533993,0.0029520555399358273
./UCLA-protest/img/test\test-00058.jpg,0.007038278970867395,0.004842965863645077,0.0027403526473790407,0.00015562180487904698,3.656791159301065e-05,0.0003134804137516767,0.0006946704816073179,0.0030647306703031063,0.00048032536869868636,0.0003482093452475965,5.663235788233578e-05,0.0002071865601465106
./UCLA-protest/img/test\test-00059.jpg,0.00015081225137691945,0.0006643874803557992,0.00011141878349008039,7.064303645165637e-05,3.617682887124829e-05,0.00014330727572087198,8.730538684176281e-05,0.00013147083518560976,4.2956740799127147e-05,2.0248273358447477e-05,0.00023737009905744344,7.909775740699843e-05
./UCLA-protest/img/test\test-00060.jpg,0.020321590825915337,0.013198833912611008,0.011796366423368454,0.0005626619094982743,5.4002171964384615e-05,0.00029359612381085753,0.0009372136555612087,0.02925799787044525,0.004920761566609144,0.0008641218882985413,0.0004311374214012176,0.001069157849997282
./UCLA-protest/img/test\test-00061.jpg,0.006846078671514988,0.004485168494284153,0.0034724753350019455,0.00016102936933748424,0.0001305825135204941,0.0003735615755431354,0.00047428245306946337,0.0019752325024455786,0.0002766456746030599,7.64964715926908e-05,0.0011077066883444786,0.00023481073731090873
./UCLA-protest/img/test\test-00062.jpg,0.13447177410125732,0.10383505374193192,0.018798239529132843,0.0023364739026874304,0.04536427557468414,0.02012101374566555,0.0024161934852600098,0.06005565822124481,0.009976974688470364,0.003465859917923808,0.012399639002978802,0.003523043589666486
./UCLA-protest/img/test\test-00063.jpg,0.014183496125042439,0.005401476286351681,0.013406755402684212,0.0014300402253866196,0.0001338928414043039,0.0004883991787210107,0.002903104992583394,0.005693770479410887,0.0009089226368814707,0.0005062497803010046,0.0011142715811729431,0.0006818273686803877
./UCLA-protest/img/test\test-00064.jpg,1.4280028153734747e-05,7.606692088302225e-05,2.5050825570360757e-05,3.1377814593724906e-05,2.7888781914953142e-06,3.969994395447429e-06,1.9272327335784212e-05,2.320335988770239e-05,1.1170684956596233e-05,5.036488801124506e-06,1.910778519231826e-05,8.423675353697035e-06
./UCLA-protest/img/test\test-00065.jpg,0.00013923972437623888,0.0004305784241296351,0.00016444867651443928,0.00019506852549966425,2.6901179808191955e-05,5.6795957789290696e-05,0.00011140496644657105,0.0001199639737023972,7.509352144552395e-05,3.0520823202095926e-05,0.00013153791951481253,8.658407023176551e-05
./UCLA-protest/img/test\test-00066.jpg,0.0001067944394890219,0.0002977301483042538,0.00016824559133965522,0.00018538953736424446,7.399732567137107e-06,2.5080920750042424e-05,6.963622581679374e-05,0.00015472205996047705,5.6807930377544835e-05,3.0694962333654985e-05,0.00012697024794761091,6.412772927433252e-05
./UCLA-protest/img/test\test-00067.jpg,0.0009484419133514166,0.0013874029973521829,0.0012743468396365643,0.0002272865967825055,6.776792724849656e-05,0.00014318188186734915,0.00016604243137408048,0.0013454740401357412,0.001586775528267026,0.00029597291722893715,0.0003116953303106129,0.00010711304639698938
./UCLA-protest/img/test\test-00068.jpg,2.5692019335110672e-05,0.000172894200659357,2.4706878321012482e-05,3.814044248429127e-05,7.497483238694258e-06,3.153575744363479e-05,1.8952745449496433e-05,3.9451842894777656e-05,2.515752930776216e-05,7.656029993086122e-06,4.3486175854923204e-05,4.699288183473982e-05
./UCLA-protest/img/test\test-00069.jpg,0.004968790337443352,0.0073814718052744865,0.009255866520106792,0.0011185590410605073,0.00021099287550896406,0.0009093111148104072,0.00024257350014522672,0.01013491302728653,0.009185400791466236,0.0010427376255393028,0.008388068526983261,0.00044139381498098373
./UCLA-protest/img/test\test-00070.jpg,0.011607483960688114,0.011156873777508736,0.009515080600976944,0.0005090742488391697,7.123325485736132e-05,0.00029870480648241937,0.0006635888130404055,0.014410299248993397,0.003775626653805375,0.0004573928890749812,0.0007208672468550503,0.000674934359267354
./UCLA-protest/img/test\test-00071.jpg,9.448760351915553e-08,1.2442986871974426e-06,1.270806535558222e-07,1.9363389469617687e-07,1.1994092830036607e-08,9.162106806570591e-08,1.0057156174525517e-07,8.86383801912416e-08,9.751578744499056e-08,2.7197643248655368e-08,2.839542503352277e-07,2.418707083506888e-07
./UCLA-protest/img/test\test-00072.jpg,0.0032496049534529448,0.0027348969597369432,0.0031437415163964033,0.0017011676682159305,0.0014008344151079655,0.0011186731280758977,0.0009367378079332411,0.0020499902311712503,0.0013067182153463364,0.0007634505745954812,0.004461874719709158,0.000878400111105293
./UCLA-protest/img/test\test-00073.jpg,0.00025705297593958676,0.0002805017866194248,0.00028200339875184,4.8345598770538345e-05,1.6785346815595403e-05,1.0157880751648918e-05,6.0616537666646764e-05,0.00025119181373156607,4.70103150291834e-05,1.3402989679889288e-05,3.2244690373772755e-05,5.8055553381564096e-05
./UCLA-protest/img/test\test-00074.jpg,0.0008340274216607213,0.0012582186609506607,0.0012856109533458948,0.00035512683098204434,3.882096643792465e-05,0.00010169071902055293,0.000156673850142397,0.0014743690844625235,0.0009698572102934122,0.00016898805915843695,0.0006094475975260139,0.0002269336546305567
./UCLA-protest/img/test\test-00075.jpg,0.803965151309967,0.622755765914917,0.11895299702882767,0.015849316492676735,0.5016610026359558,0.16176778078079224,0.01446530595421791,0.3062582314014435,0.038030773401260376,0.03271934762597084,0.03617909550666809,0.027588723227381706
./UCLA-protest/img/test\test-00076.jpg,0.0002096920507028699,0.0003937712754122913,0.0002921450068242848,4.551790334517136e-05,5.5398500080627855e-06,1.809758396120742e-05,1.6551741282455623e-05,0.0003382687282282859,0.00038433130248449743,5.6980628869496286e-05,7.109481521183625e-05,9.349223546450958e-06
./UCLA-protest/img/test\test-00077.jpg,0.0022134159225970507,0.0028608879074454308,0.0021362395491451025,0.0008938497048802674,0.00022559866192750633,0.00036276812897995114,0.0007416239241138101,0.002057784702628851,0.0004724104655906558,0.00028299615951254964,0.0011084687430411577,0.0005517006502486765
./UCLA-protest/img/test\test-00078.jpg,0.6935797333717346,0.2881318926811218,0.5886154770851135,0.0320291742682457,0.027650270611047745,0.03732076287269592,0.016070790588855743,0.6342920064926147,0.43401989340782166,0.06971827149391174,0.07634563744068146,0.03159807249903679
./UCLA-protest/img/test\test-00079.jpg,0.00023497895745094866,0.0007627654704265296,0.00022568386339116842,0.0001248963235411793,7.731114601483569e-05,0.00024332565953955054,8.173213427653536e-05,0.0002556268882472068,0.00021443745936267078,5.316392707754858e-05,0.0011273198761045933,0.00010365811613155529
./UCLA-protest/img/test\test-00080.jpg,2.7838664209411945e-06,1.451506068406161e-05,2.738337343544117e-06,1.8911764527729247e-06,3.3045992609004315e-07,6.209716616467631e-07,1.290822979171935e-06,2.3698296445218148e-06,1.8073982346322737e-06,3.473983838375716e-07,1.0755650237115333e-06,2.0242146092641633e-06
./UCLA-protest/img/test\test-00081.jpg,4.483287057155394e-07,4.993678885512054e-06,4.1120517835224746e-07,6.384783546309336e-07,6.436923172259412e-08,2.625701824854332e-07,3.668737349471485e-07,4.415775833876978e-07,3.3698668744364113e-07,9.693628300055934e-08,4.060340756950609e-07,3.9852179156696366e-07
./UCLA-protest/img/test\test-00082.jpg,0.000787500524893403,0.0013147483114153147,0.0005390578880906105,0.00027860834961757064,7.069499406497926e-05,0.00018319810624234378,0.0002073482028208673,0.0005591646186076105,0.0002316581376362592,0.00019115168834105134,0.00014610352809540927,0.0001548695145174861
./UCLA-protest/img/test\test-00083.jpg,0.00013681661221198738,0.000649971654638648,7.478629413526505e-05,7.077155896695331e-05,2.7966634661424905e-05,0.00019580216030590236,2.5419914891244844e-05,0.0003395396051928401,0.0002360271173529327,4.802399416803382e-05,0.0005320903146639466,3.0287817935459316e-05
./UCLA-protest/img/test\test-00084.jpg,0.8718471527099609,0.4726807177066803,0.5694535970687866,0.05955444276332855,0.26950448751449585,0.09881187230348587,0.02155798301100731,0.6068167686462402,0.16292527318000793,0.11090061068534851,0.23199066519737244,0.050528429448604584
./UCLA-protest/img/test\test-00085.jpg,0.0002179839793825522,0.0010971130104735494,0.0003040391020476818,0.00028735309024341404,5.1722745411098e-05,0.00011654790432658046,0.00014191033551469445,0.0003113006823696196,0.00021723061217926443,4.361570972832851e-05,0.00037001760210841894,0.00026520653045736253
./UCLA-protest/img/test\test-00086.jpg,0.00030361124663613737,0.001118476502597332,0.00023814584710635245,4.943103704135865e-05,6.791002306272276e-06,8.156287367455661e-05,3.368649413459934e-05,0.0005725547671318054,0.0005241887411102653,2.7910789867746644e-05,0.0004379994352348149,1.838190837588627e-05
./UCLA-protest/img/test\test-00087.jpg,0.13913430273532867,0.013898234814405441,0.1819259226322174,0.006206363905221224,0.000679623568430543,0.000265369686530903,0.004763678647577763,0.018178610131144524,0.0023184504825621843,0.0007792951655574143,0.00344599736854434,0.0012025452451780438
./UCLA-protest/img/test\test-00088.jpg,0.767765998840332,0.2276322990655899,0.5647382140159607,0.06612939387559891,0.011583104729652405,0.10020407289266586,0.04199567809700966,0.4413261413574219,0.08322788774967194,0.08535375446081161,0.0349525548517704,0.06945142149925232
./UCLA-protest/img/test\test-00089.jpg,0.0003145023947581649,0.00036637240555137396,0.00040451393579132855,7.926038961159065e-05,7.350128726102412e-05,0.0001469411072321236,0.00011499344691401348,0.00026583383441902697,0.000136958624352701,6.378137913998216e-05,0.0003107058582827449,0.00020366550597827882
./UCLA-protest/img/test\test-00090.jpg,0.7395880222320557,0.19066525995731354,0.7316605448722839,0.016928017139434814,0.002105461899191141,0.003953403327614069,0.01183345541357994,0.5193314552307129,0.1404443085193634,0.03365633636713028,0.007272861432284117,0.00969111267477274
./UCLA-protest/img/test\test-00091.jpg,0.9569060802459717,0.503969669342041,0.6983862519264221,0.0421498641371727,0.4495691955089569,0.11972397565841675,0.032145723700523376,0.5565626621246338,0.07326506823301315,0.12734253704547882,0.11508718132972717,0.04790762811899185
./UCLA-protest/img/test\test-00092.jpg,0.17292946577072144,0.03168952092528343,0.18372410535812378,0.009004062972962856,0.002286910079419613,0.0023523252457380295,0.006489514838904142,0.04001060128211975,0.008126545697450638,0.0034602663945406675,0.007094147615134716,0.0035877542104572058
./UCLA-protest/img/test\test-00093.jpg,7.832691153453197e-07,4.326604084781138e-06,4.895211418443068e-07,1.4103729029102396e-07,4.8443904887562894e-08,1.05144249573641e-06,3.4233917745041254e-07,6.202614031280973e-07,3.486945558961452e-07,4.7649660217530254e-08,2.7585851967160124e-06,4.5702643092226936e-07
./UCLA-protest/img/test\test-00094.jpg,0.2486899346113205,0.14463120698928833,0.14211176335811615,0.014811985194683075,0.014745611697435379,0.021054960787296295,0.027481229975819588,0.15513207018375397,0.045159950852394104,0.011858767829835415,0.06018796190619469,0.01835084706544876
./UCLA-protest/img/test\test-00095.jpg,0.00593014108017087,0.00516640255227685,0.004950787406414747,0.0011914377100765705,0.0021735054906457663,0.001500049838796258,0.0007273316150531173,0.0036789439618587494,0.001711638062261045,0.000701221521012485,0.0048910281620919704,0.0007121534436009824
./UCLA-protest/img/test\test-00096.jpg,0.00010883804498007521,0.0002555167593527585,0.00023202442389447242,7.420661131618544e-05,2.4895427941373782e-06,7.174072379712015e-06,5.632230022456497e-05,8.274581341538578e-05,2.9640361390192993e-05,9.117144145420752e-06,1.2241085642017424e-05,2.127299376297742e-05
